Move ID,Name,Type,Category,Contest,PP,Power,Accuracy,Gen
157,RockSlide,Rock,Physical,Tough,10,75,90%,I
158,HyperFang,Normal,Physical,Cool,15,80,90%,I
159,Sharpen,Normal,Status,Cute,30,--,--,I
160,Conversion,Normal,Status,Beautiful,30,--,--,I
161,TriAttack,Normal,Special,Beautiful,10,80,100%,I
162,SuperFang,Normal,Physical,Tough,10,--,90%,I
163,Slash,Normal,Physical,Cool,20,70,100%,I
164,Substitute,Normal,Status,Cute,10,--,--,I
165,Struggle,Normal,Physical,Tough,1,50,--,I
166,Sketch,Normal,Status,Clever,1,--,--,II
167,TripleKick,Fighting,Physical,Cool,10,10,90%,II
168,Thief,Dark,Physical,Tough,25,60,100%,II
169,SpiderWeb,Bug,Status,Clever,10,--,--,II
170,MindReader,Normal,Status,Clever,5,--,--,II
171,Nightmare,Ghost,Status,Clever,15,--,100%,II
172,FlameWheel,Fire,Physical,Beautiful,25,60,100%,II
173,Snore,Normal,Special,Cute,15,50,100%,II
174,Curse,Ghost,Status,Tough,10,--,--,II
175,Flail,Normal,Physical,Cute,15,--,100%,II
176,Conversion2,Normal,Status,Beautiful,30,--,--,II
177,Aeroblast,Flying,Special,Cool,5,100,95%,II
178,CottonSpore,Grass,Status,Beautiful,40,--,100%,II
179,Reversal,Fighting,Physical,Cool,15,--,100%,II
180,Spite,Ghost,Status,Tough,10,--,100%,II
181,PowderSnow,Ice,Special,Beautiful,25,40,100%,II
182,Protect,Normal,Status,Cute,10,--,--,II
183,MachPunch,Fighting,Physical,Cool,30,40,100%,II
184,ScaryFace,Normal,Status,Tough,10,--,100%,II
185,FeintAttack,Dark,Physical,Clever,20,60,--,II
186,SweetKiss,Fairy,Status,Cute,10,--,75%,II
187,BellyDrum,Normal,Status,Cute,10,--,--,II
188,SludgeBomb,Poison,Special,Tough,10,90,100%,II
189,Mud-Slap,Ground,Special,Cute,10,20,100%,II
190,Octazooka,Water,Special,Tough,10,65,85%,II
191,Spikes,Ground,Status,Clever,20,--,--,II
192,ZapCannon,Electric,Special,Cool,5,120,50%,II
193,Foresight,Normal,Status,Clever,40,--,--,II
194,DestinyBond,Ghost,Status,Clever,5,--,--,II
195,PerishSong,Normal,Status,Beautiful,5,--,--,II
196,IcyWind,Ice,Special,Beautiful,15,55,95%,II
197,Detect,Fighting,Status,Cool,5,--,--,II
198,BoneRush,Ground,Physical,Tough,10,25,90%,II
199,Lock-On,Normal,Status,Clever,5,--,--,II
200,Outrage,Dragon,Physical,Cool,10,120,100%,II
201,Sandstorm,Rock,Status,Tough,10,--,--,II
202,GigaDrain,Grass,Special,Clever,10,75,100%,II
203,Endure,Normal,Status,Tough,10,--,--,II
204,Charm,Fairy,Status,Cute,20,--,100%,II
205,Rollout,Rock,Physical,Cute,20,30,90%,II
206,FalseSwipe,Normal,Physical,Cool,40,40,100%,II
207,Swagger,Normal,Status,Cute,15,--,85%,II
208,MilkDrink,Normal,Status,Cute,10,--,--,II
209,Spark,Electric,Physical,Cool,20,65,100%,II
210,FuryCutter,Bug,Physical,Cool,20,40,95%,II
211,SteelWing,Steel,Physical,Cool,25,70,90%,II
212,MeanLook,Normal,Status,Beautiful,5,--,--,II
213,Attract,Normal,Status,Cute,15,--,100%,II
214,SleepTalk,Normal,Status,Cute,10,--,--,II
215,HealBell,Normal,Status,Beautiful,5,--,--,II
216,Return,Normal,Physical,Cute,20,--,100%,II
217,Present,Normal,Physical,Cute,15,--,90%,II
218,Frustration,Normal,Physical,Cute,20,--,100%,II
219,Safeguard,Normal,Status,Beautiful,25,--,--,II
220,PainSplit,Normal,Status,Clever,20,--,--,II
221,SacredFire,Fire,Physical,Beautiful,5,100,95%,II
222,Magnitude,Ground,Physical,Tough,30,--,100%,II
223,DynamicPunch,Fighting,Physical,Cool,5,100,50%,II
224,Megahorn,Bug,Physical,Cool,10,120,85%,II
225,DragonBreath,Dragon,Special,Cool,20,60,100%,II
226,BatonPass,Normal,Status,Cute,40,--,--,II
227,Encore,Normal,Status,Cute,5,--,100%,II
228,Pursuit,Dark,Physical,Clever,20,40,100%,II
229,RapidSpin,Normal,Physical,Cool,40,50,100%,II
230,SweetScent,Normal,Status,Cute,20,--,100%,II
231,IronTail,Steel,Physical,Cool,15,100,75%,II
232,MetalClaw,Steel,Physical,Cool,35,50,95%,II
233,VitalThrow,Fighting,Physical,Cool,10,70,--,II
234,MorningSun,Normal,Status,Beautiful,5,--,--,II
235,Synthesis,Grass,Status,Clever,5,--,--,II
236,Moonlight,Fairy,Status,Beautiful,5,--,--,II
237,HiddenPower,Normal,Special,Clever,15,60,100%,II
238,CrossChop,Fighting,Physical,Cool,5,100,80%,II
239,Twister,Dragon,Special,Cool,20,40,100%,II
240,RainDance,Water,Status,Beautiful,5,--,--,II
241,SunnyDay,Fire,Status,Beautiful,5,--,--,II
242,Crunch,Dark,Physical,Tough,15,80,100%,II
243,MirrorCoat,Psychic,Special,Beautiful,20,--,100%,II
244,PsychUp,Normal,Status,Clever,10,--,--,II
245,ExtremeSpeed,Normal,Physical,Cool,5,80,100%,II
246,AncientPower,Rock,Special,Tough,5,60,100%,II
247,ShadowBall,Ghost,Special,Clever,15,80,100%,II
248,FutureSight,Psychic,Special,Clever,10,120,100%,II
249,RockSmash,Fighting,Physical,Tough,15,40,100%,II
250,Whirlpool,Water,Special,Beautiful,15,35,85%,II
251,BeatUp,Dark,Physical,Clever,10,--,100%,II
252,FakeOut,Normal,Physical,Cute,10,40,100%,III
253,Uproar,Normal,Special,Cute,10,90,100%,III
254,Stockpile,Normal,Status,Tough,20,--,--,III
255,SpitUp,Normal,Special,Tough,10,--,100%,III
256,Swallow,Normal,Status,Tough,10,--,--,III
257,HeatWave,Fire,Special,Beautiful,10,95,90%,III
258,Hail,Ice,Status,Beautiful,10,--,--,III
259,Torment,Dark,Status,Tough,15,--,100%,III
260,Flatter,Dark,Status,Clever,15,--,100%,III
261,Will-O-Wisp,Fire,Status,Beautiful,15,--,85%,III
262,Memento,Dark,Status,Tough,10,--,100%,III
263,Facade,Normal,Physical,Cute,20,70,100%,III
264,FocusPunch,Fighting,Physical,Tough,20,150,100%,III
265,SmellingSalts,Normal,Physical,Tough,10,70,100%,III
266,FollowMe,Normal,Status,Cute,20,--,--,III
267,NaturePower,Normal,Status,Beautiful,20,--,--,III
268,Charge,Electric,Status,Clever,20,--,--,III
269,Taunt,Dark,Status,Clever,20,--,100%,III
270,HelpingHand,Normal,Status,Clever,20,--,--,III
271,Trick,Psychic,Status,Clever,10,--,100%,III
272,RolePlay,Psychic,Status,Cute,10,--,--,III
273,Wish,Normal,Status,Cute,10,--,--,III
274,Assist,Normal,Status,Cute,20,--,--,III
275,Ingrain,Grass,Status,Clever,20,--,--,III
276,Superpower,Fighting,Physical,Tough,5,120,100%,III
277,MagicCoat,Psychic,Status,Beautiful,15,--,--,III
278,Recycle,Normal,Status,Clever,10,--,--,III
279,Revenge,Fighting,Physical,Tough,10,60,100%,III
280,BrickBreak,Fighting,Physical,Cool,15,75,100%,III
281,Yawn,Normal,Status,Cute,10,--,--,III
282,KnockOff,Dark,Physical,Clever,20,65,100%,III
283,Endeavor,Normal,Physical,Tough,5,--,100%,III
284,Eruption,Fire,Special,Beautiful,5,150,100%,III
285,SkillSwap,Psychic,Status,Clever,10,--,--,III
286,Imprison,Psychic,Status,Clever,10,--,--,III
287,Refresh,Normal,Status,Cute,20,--,--,III
288,Grudge,Ghost,Status,Tough,5,--,--,III
289,Snatch,Dark,Status,Clever,10,--,--,III
290,SecretPower,Normal,Physical,Clever,20,70,100%,III
291,Dive,Water,Physical,Beautiful,10,80,100%,III
292,ArmThrust,Fighting,Physical,Tough,20,15,100%,III
293,Camouflage,Normal,Status,Clever,20,--,--,III
294,TailGlow,Bug,Status,Beautiful,20,--,--,III
295,LusterPurge,Psychic,Special,Clever,5,70,100%,III
296,MistBall,Psychic,Special,Clever,5,70,100%,III
297,FeatherDance,Flying,Status,Beautiful,15,--,100%,III
298,TeeterDance,Normal,Status,Cute,20,--,100%,III
299,BlazeKick,Fire,Physical,Cool,10,85,90%,III
300,MudSport,Ground,Status,Cute,15,--,--,III
301,IceBall,Ice,Physical,Beautiful,20,30,90%,III
302,NeedleArm,Grass,Physical,Clever,15,60,100%,III
303,SlackOff,Normal,Status,Cute,10,--,--,III
304,HyperVoice,Normal,Special,Cool,10,90,100%,III
305,PoisonFang,Poison,Physical,Clever,15,50,100%,III
306,CrushClaw,Normal,Physical,Cool,10,75,95%,III
307,BlastBurn,Fire,Special,Beautiful,5,150,90%,III
308,HydroCannon,Water,Special,Beautiful,5,150,90%,III
309,MeteorMash,Steel,Physical,Cool,10,90,90%,III
310,Astonish,Ghost,Physical,Cute,15,30,100%,III
311,WeatherBall,Normal,Special,Beautiful,10,50,100%,III
312,Aromatherapy,Grass,Status,Clever,5,--,--,III
313,FakeTears,Dark,Status,Cute,20,--,100%,III
314,AirCutter,Flying,Special,Cool,25,60,95%,III
315,Overheat,Fire,Special,Beautiful,5,130,90%,III
316,OdorSleuth,Normal,Status,Clever,40,--,--,III
317,RockTomb,Rock,Physical,Clever,15,60,95%,III
318,SilverWind,Bug,Special,Beautiful,5,60,100%,III
319,MetalSound,Steel,Status,Clever,40,--,85%,III
320,GrassWhistle,Grass,Status,Clever,15,--,55%,III
321,Tickle,Normal,Status,Cute,20,--,100%,III
322,CosmicPower,Psychic,Status,Beautiful,20,--,--,III
323,WaterSpout,Water,Special,Beautiful,5,150,100%,III
324,SignalBeam,Bug,Special,Beautiful,15,75,100%,III
325,ShadowPunch,Ghost,Physical,Clever,20,60,--,III
326,Extrasensory,Psychic,Special,Cool,20,80,100%,III
327,SkyUppercut,Fighting,Physical,Cool,15,85,90%,III
328,SandTomb,Ground,Physical,Clever,15,35,85%,III
329,SheerCold,Ice,Special,Beautiful,5,--,30%,III
330,MuddyWater,Water,Special,Tough,10,90,85%,III
331,BulletSeed,Grass,Physical,Cool,30,25,100%,III
332,AerialAce,Flying,Physical,Cool,20,60,--,III
333,IcicleSpear,Ice,Physical,Beautiful,30,25,100%,III
334,IronDefense,Steel,Status,Tough,15,--,--,III
335,Block,Normal,Status,Cute,5,--,--,III
336,Howl,Normal,Status,Cool,40,--,--,III
337,DragonClaw,Dragon,Physical,Cool,15,80,100%,III
338,FrenzyPlant,Grass,Special,Cool,5,150,90%,III
339,BulkUp,Fighting,Status,Cool,20,--,--,III
340,Bounce,Flying,Physical,Cute,5,85,85%,III
341,MudShot,Ground,Special,Tough,15,55,95%,III
342,PoisonTail,Poison,Physical,Clever,25,50,100%,III
343,Covet,Normal,Physical,Cute,25,60,100%,III
344,VoltTackle,Electric,Physical,Cool,15,120,100%,III
345,MagicalLeaf,Grass,Special,Beautiful,20,60,--,III
346,WaterSport,Water,Status,Cute,15,--,--,III
347,CalmMind,Psychic,Status,Clever,20,--,--,III
348,LeafBlade,Grass,Physical,Cool,15,90,100%,III
349,DragonDance,Dragon,Status,Cool,20,--,--,III
350,RockBlast,Rock,Physical,Tough,10,25,90%,III
351,ShockWave,Electric,Special,Cool,20,60,--,III
352,WaterPulse,Water,Special,Beautiful,20,60,100%,III
353,DoomDesire,Steel,Special,Beautiful,5,140,100%,III
354,PsychoBoost,Psychic,Special,Clever,5,140,90%,III
355,Roost,Flying,Status,Clever,10,--,--,IV
356,Gravity,Psychic,Status,Clever,5,--,--,IV
357,MiracleEye,Psychic,Status,Clever,40,--,--,IV
358,Wake-UpSlap,Fighting,Physical,Tough,10,70,100%,IV
359,HammerArm,Fighting,Physical,Tough,10,100,90%,IV
360,GyroBall,Steel,Physical,Cool,5,--,100%,IV
361,HealingWish,Psychic,Status,Beautiful,10,--,--,IV
362,Brine,Water,Special,Tough,10,65,100%,IV
363,NaturalGift,Normal,Physical,Clever,15,--,100%,IV
364,Feint,Normal,Physical,Clever,10,30,100%,IV
365,Pluck,Flying,Physical,Cute,20,60,100%,IV
366,Tailwind,Flying,Status,Cool,15,--,--,IV
367,Acupressure,Normal,Status,Tough,30,--,--,IV
368,MetalBurst,Steel,Physical,Cool,10,--,100%,IV
369,U-turn,Bug,Physical,Cute,20,70,100%,IV
370,CloseCombat,Fighting,Physical,Tough,5,120,100%,IV
371,Payback,Dark,Physical,Tough,10,50,100%,IV
372,Assurance,Dark,Physical,Clever,10,60,100%,IV
373,Embargo,Dark,Status,Clever,15,--,100%,IV
374,Fling,Dark,Physical,Cute,10,--,100%,IV
375,PsychoShift,Psychic,Status,Clever,10,--,100%,IV
376,TrumpCard,Normal,Special,Cool,5,--,--,IV
377,HealBlock,Psychic,Status,Clever,15,--,100%,IV
378,WringOut,Normal,Special,Tough,5,--,100%,IV
379,PowerTrick,Psychic,Status,Clever,10,--,--,IV
380,GastroAcid,Poison,Status,Tough,10,--,100%,IV
381,LuckyChant,Normal,Status,Cute,30,--,--,IV
382,MeFirst,Normal,Status,Clever,20,--,--,IV
383,Copycat,Normal,Status,Cute,20,--,--,IV
384,PowerSwap,Psychic,Status,Clever,10,--,--,IV
385,GuardSwap,Psychic,Status,Clever,10,--,--,IV
386,Punishment,Dark,Physical,Cool,5,--,100%,IV
387,LastResort,Normal,Physical,Cute,5,140,100%,IV
388,WorrySeed,Grass,Status,Clever,10,--,100%,IV
389,SuckerPunch,Dark,Physical,Clever,5,70,100%,IV
390,ToxicSpikes,Poison,Status,Clever,20,--,--,IV
391,HeartSwap,Psychic,Status,Clever,10,--,--,IV
392,AquaRing,Water,Status,Beautiful,20,--,--,IV
393,MagnetRise,Electric,Status,Clever,10,--,--,IV
394,FlareBlitz,Fire,Physical,Cool,15,120,100%,IV
395,ForcePalm,Fighting,Physical,Cool,10,60,100%,IV
396,AuraSphere,Fighting,Special,Beautiful,20,80,--,IV
397,RockPolish,Rock,Status,Tough,20,--,--,IV
398,PoisonJab,Poison,Physical,Tough,20,80,100%,IV
399,DarkPulse,Dark,Special,Cool,15,80,100%,IV
400,NightSlash,Dark,Physical,Cool,15,70,100%,IV
401,AquaTail,Water,Physical,Beautiful,10,90,90%,IV
402,SeedBomb,Grass,Physical,Tough,15,80,100%,IV
403,AirSlash,Flying,Special,Cool,15,75,95%,IV
404,X-Scissor,Bug,Physical,Cool,15,80,100%,IV
405,BugBuzz,Bug,Special,Beautiful,10,90,100%,IV
406,DragonPulse,Dragon,Special,Beautiful,10,85,100%,IV
407,DragonRush,Dragon,Physical,Tough,10,100,75%,IV
408,PowerGem,Rock,Special,Beautiful,20,80,100%,IV
409,DrainPunch,Fighting,Physical,Tough,10,75,100%,IV
410,VacuumWave,Fighting,Special,Cool,30,40,100%,IV
411,FocusBlast,Fighting,Special,Cool,5,120,70%,IV
412,EnergyBall,Grass,Special,Beautiful,10,90,100%,IV
413,BraveBird,Flying,Physical,Cool,15,120,100%,IV
414,EarthPower,Ground,Special,Beautiful,10,90,100%,IV
415,Switcheroo,Dark,Status,Clever,10,--,100%,IV
416,GigaImpact,Normal,Physical,Tough,5,150,90%,IV
417,NastyPlot,Dark,Status,Clever,20,--,--,IV
418,BulletPunch,Steel,Physical,Tough,30,40,100%,IV
419,Avalanche,Ice,Physical,Beautiful,10,60,100%,IV
420,IceShard,Ice,Physical,Beautiful,30,40,100%,IV
421,ShadowClaw,Ghost,Physical,Cool,15,70,100%,IV
422,ThunderFang,Electric,Physical,Cool,15,65,95%,IV
423,IceFang,Ice,Physical,Cool,15,65,95%,IV
424,FireFang,Fire,Physical,Cool,15,65,95%,IV
425,ShadowSneak,Ghost,Physical,Clever,30,40,100%,IV
426,MudBomb,Ground,Special,Cute,10,65,85%,IV
427,PsychoCut,Psychic,Physical,Cool,20,70,100%,IV
428,ZenHeadbutt,Psychic,Physical,Clever,15,80,90%,IV
429,MirrorShot,Steel,Special,Beautiful,10,65,85%,IV
430,FlashCannon,Steel,Special,Beautiful,10,80,100%,IV
431,RockClimb,Normal,Physical,Tough,20,90,85%,IV
432,Defog,Flying,Status,Cool,15,--,--,IV
433,TrickRoom,Psychic,Status,Clever,5,--,--,IV
434,DracoMeteor,Dragon,Special,Beautiful,5,130,90%,IV
435,Discharge,Electric,Special,Beautiful,15,80,100%,IV
436,LavaPlume,Fire,Special,Tough,15,80,100%,IV
437,LeafStorm,Grass,Special,Beautiful,5,130,90%,IV
438,PowerWhip,Grass,Physical,Tough,10,120,85%,IV
439,RockWrecker,Rock,Physical,Tough,5,150,90%,IV
440,CrossPoison,Poison,Physical,Cool,20,70,100%,IV
441,GunkShot,Poison,Physical,Tough,5,120,80%,IV
442,IronHead,Steel,Physical,Tough,15,80,100%,IV
443,MagnetBomb,Steel,Physical,Cool,20,60,--,IV
444,StoneEdge,Rock,Physical,Tough,5,100,80%,IV
445,Captivate,Normal,Status,Cute,20,--,100%,IV
446,StealthRock,Rock,Status,Cool,20,--,--,IV
447,GrassKnot,Grass,Special,Cute,20,--,100%,IV
448,Chatter,Flying,Special,Cute,20,65,100%,IV
449,Judgment,Normal,Special,Beautiful,10,100,100%,IV
450,BugBite,Bug,Physical,Cute,20,60,100%,IV
451,ChargeBeam,Electric,Special,Beautiful,10,50,90%,IV
452,WoodHammer,Grass,Physical,Tough,15,120,100%,IV
453,AquaJet,Water,Physical,Cool,20,40,100%,IV
454,AttackOrder,Bug,Physical,Clever,15,90,100%,IV
455,DefendOrder,Bug,Status,Clever,10,--,--,IV
456,HealOrder,Bug,Status,Clever,10,--,--,IV
457,HeadSmash,Rock,Physical,Tough,5,150,80%,IV
458,DoubleHit,Normal,Physical,Cool,10,35,90%,IV
459,RoarofTime,Dragon,Special,Beautiful,5,150,90%,IV
460,SpacialRend,Dragon,Special,Beautiful,5,100,95%,IV
461,LunarDance,Psychic,Status,Beautiful,10,--,--,IV
462,CrushGrip,Normal,Physical,Tough,5,--,100%,IV
463,MagmaStorm,Fire,Special,Tough,5,100,75%,IV
464,DarkVoid,Dark,Status,Clever,10,--,50%,IV
465,SeedFlare,Grass,Special,Beautiful,5,120,85%,IV
466,OminousWind,Ghost,Special,Beautiful,5,60,100%,IV
467,ShadowForce,Ghost,Physical,Cool,5,120,100%,IV
468,HoneClaws,Dark,Status,Cute,15,--,--,V
469,WideGuard,Rock,Status,Tough,10,--,--,V
470,GuardSplit,Psychic,Status,Clever,10,--,--,V
471,PowerSplit,Psychic,Status,Clever,10,--,--,V
472,WonderRoom,Psychic,Status,Clever,10,--,--,V
473,Psyshock,Psychic,Special,Beautiful,10,80,100%,V
474,Venoshock,Poison,Special,Beautiful,10,65,100%,V
475,Autotomize,Steel,Status,Beautiful,15,--,--,V
476,RagePowder,Bug,Status,Clever,20,--,--,V
477,Telekinesis,Psychic,Status,Clever,15,--,--,V
478,MagicRoom,Psychic,Status,Clever,10,--,--,V
479,SmackDown,Rock,Physical,Tough,15,50,100%,V
480,StormThrow,Fighting,Physical,Cool,10,60,100%,V
481,FlameBurst,Fire,Special,Beautiful,15,70,100%,V
