Move ID,Name,Type,Category,Contest,PP,Power,Accuracy,Gen
186,sweet-kiss,fairy,status,cute,10,,75%,ii
187,belly-drum,normal,status,cute,10,,,ii
188,sludge-bomb,poison,special,tough,10,90,100%,ii
189,mud-slap,ground,special,cute,10,20,100%,ii
190,octazooka,water,special,tough,10,65,85%,ii
191,spikes,ground,status,clever,20,,,ii
192,zap-cannon,electric,special,cool,5,120,50%,ii
193,foresight,normal,status,clever,40,,,ii
194,destiny-bond,ghost,status,clever,5,,,ii
195,perish-song,normal,status,beautiful,5,,,ii
196,icy-wind,ice,special,beautiful,15,55,95%,ii
197,detect,fighting,status,cool,5,,,ii
198,bone-rush,ground,physical,tough,10,25,90%,ii
199,lock-on,normal,status,clever,5,,,ii
200,outrage,dragon,physical,cool,10,120,100%,ii
201,sandstorm,rock,status,tough,10,,,ii
202,giga-drain,grass,special,clever,10,75,100%,ii
203,endure,normal,status,tough,10,,,ii
204,charm,fairy,status,cute,20,,100%,ii
205,rollout,rock,physical,cute,20,30,90%,ii
206,false-swipe,normal,physical,cool,40,40,100%,ii
207,swagger,normal,status,cute,15,,85%,ii
208,milk-drink,normal,status,cute,10,,,ii
209,spark,electric,physical,cool,20,65,100%,ii
210,fury-cutter,bug,physical,cool,20,40,95%,ii
211,steel-wing,steel,physical,cool,25,70,90%,ii
212,mean-look,normal,status,beautiful,5,,,ii
213,attract,normal,status,cute,15,,100%,ii
214,sleep-talk,normal,status,cute,10,,,ii
215,heal-bell,normal,status,beautiful,5,,,ii
216,return,normal,physical,cute,20,,100%,ii
217,present,normal,physical,cute,15,,90%,ii
218,frustration,normal,physical,cute,20,,100%,ii
219,safeguard,normal,status,beautiful,25,,,ii
220,pain-split,normal,status,clever,20,,,ii
221,sacred-fire,fire,physical,beautiful,5,100,95%,ii
222,magnitude,ground,physical,tough,30,,100%,ii
223,dynamic-punch,fighting,physical,cool,5,100,50%,ii
224,megahorn,bug,physical,cool,10,120,85%,ii
225,dragon-breath,dragon,special,cool,20,60,100%,ii
226,baton-pass,normal,status,cute,40,,,ii
227,encore,normal,status,cute,5,,100%,ii
228,pursuit,dark,physical,clever,20,40,100%,ii
229,rapid-spin,normal,physical,cool,40,50,100%,ii
230,sweet-scent,normal,status,cute,20,,100%,ii
231,iron-tail,steel,physical,cool,15,100,75%,ii
232,metal-claw,steel,physical,cool,35,50,95%,ii
233,vital-throw,fighting,physical,cool,10,70,,ii
234,morning-sun,normal,status,beautiful,5,,,ii
235,synthesis,grass,status,clever,5,,,ii
236,moonlight,fairy,status,beautiful,5,,,ii
237,hidden-power,normal,special,clever,15,60,100%,ii
238,cross-chop,fighting,physical,cool,5,100,80%,ii
239,twister,dragon,special,cool,20,40,100%,ii
240,rain-dance,water,status,beautiful,5,,,ii
241,sunny-day,fire,status,beautiful,5,,,ii
242,crunch,dark,physical,tough,15,80,100%,ii
243,mirror-coat,psychic,special,beautiful,20,,100%,ii
244,psych-up,normal,status,clever,10,,,ii
245,extreme-speed,normal,physical,cool,5,80,100%,ii
246,ancient-power,rock,special,tough,5,60,100%,ii
247,shadow-ball,ghost,special,clever,15,80,100%,ii
248,future-sight,psychic,special,clever,10,120,100%,ii
249,rock-smash,fighting,physical,tough,15,40,100%,ii
250,whirlpool,water,special,beautiful,15,35,85%,ii
251,beat-up,dark,physical,clever,10,,100%,ii
252,fake-out,normal,physical,cute,10,40,100%,iii
253,uproar,normal,special,cute,10,90,100%,iii
254,stockpile,normal,status,tough,20,,,iii
255,spit-up,normal,special,tough,10,,100%,iii
256,swallow,normal,status,tough,10,,,iii
257,heat-wave,fire,special,beautiful,10,95,90%,iii
258,hail,ice,status,beautiful,10,,,iii
259,torment,dark,status,tough,15,,100%,iii
260,flatter,dark,status,clever,15,,100%,iii
261,will-o-wisp,fire,status,beautiful,15,,85%,iii
262,memento,dark,status,tough,10,,100%,iii
263,facade,normal,physical,cute,20,70,100%,iii
264,focus-punch,fighting,physical,tough,20,150,100%,iii
265,smelling-salts,normal,physical,tough,10,70,100%,iii
266,follow-me,normal,status,cute,20,,,iii
267,nature-power,normal,status,beautiful,20,,,iii
268,charge,electric,status,clever,20,,,iii
269,taunt,dark,status,clever,20,,100%,iii
270,helping-hand,normal,status,clever,20,,,iii
271,trick,psychic,status,clever,10,,100%,iii
272,role-play,psychic,status,cute,10,,,iii
273,wish,normal,status,cute,10,,,iii
274,assist,normal,status,cute,20,,,iii
275,ingrain,grass,status,clever,20,,,iii
276,superpower,fighting,physical,tough,5,120,100%,iii
277,magic-coat,psychic,status,beautiful,15,,,iii
278,recycle,normal,status,clever,10,,,iii
279,revenge,fighting,physical,tough,10,60,100%,iii
280,brick-break,fighting,physical,cool,15,75,100%,iii
281,yawn,normal,status,cute,10,,,iii
282,knock-off,dark,physical,clever,20,65,100%,iii
283,endeavor,normal,physical,tough,5,,100%,iii
284,eruption,fire,special,beautiful,5,150,100%,iii
285,skill-swap,psychic,status,clever,10,,,iii
286,imprison,psychic,status,clever,10,,,iii
287,refresh,normal,status,cute,20,,,iii
288,grudge,ghost,status,tough,5,,,iii
289,snatch,dark,status,clever,10,,,iii
290,secret-power,normal,physical,clever,20,70,100%,iii
291,dive,water,physical,beautiful,10,80,100%,iii
292,arm-thrust,fighting,physical,tough,20,15,100%,iii
293,camouflage,normal,status,clever,20,,,iii
294,tail-glow,bug,status,beautiful,20,,,iii
295,luster-purge,psychic,special,clever,5,70,100%,iii
296,mist-ball,psychic,special,clever,5,70,100%,iii
297,feather-dance,flying,status,beautiful,15,,100%,iii
298,teeter-dance,normal,status,cute,20,,100%,iii
299,blaze-kick,fire,physical,cool,10,85,90%,iii
300,mud-sport,ground,status,cute,15,,,iii
301,ice-ball,ice,physical,beautiful,20,30,90%,iii
302,needle-arm,grass,physical,clever,15,60,100%,iii
303,slack-off,normal,status,cute,10,,,iii
304,hyper-voice,normal,special,cool,10,90,100%,iii
305,poison-fang,poison,physical,clever,15,50,100%,iii
306,crush-claw,normal,physical,cool,10,75,95%,iii
307,blast-burn,fire,special,beautiful,5,150,90%,iii
308,hydro-cannon,water,special,beautiful,5,150,90%,iii
309,meteor-mash,steel,physical,cool,10,90,90%,iii
310,astonish,ghost,physical,cute,15,30,100%,iii
311,weather-ball,normal,special,beautiful,10,50,100%,iii
312,aromatherapy,grass,status,clever,5,,,iii
313,fake-tears,dark,status,cute,20,,100%,iii
314,air-cutter,flying,special,cool,25,60,95%,iii
315,overheat,fire,special,beautiful,5,130,90%,iii
316,odor-sleuth,normal,status,clever,40,,,iii
317,rock-tomb,rock,physical,clever,15,60,95%,iii
318,silver-wind,bug,special,beautiful,5,60,100%,iii
319,metal-sound,steel,status,clever,40,,85%,iii
320,grass-whistle,grass,status,clever,15,,55%,iii
321,tickle,normal,status,cute,20,,100%,iii
322,cosmic-power,psychic,status,beautiful,20,,,iii
323,water-spout,water,special,beautiful,5,150,100%,iii
324,signal-beam,bug,special,beautiful,15,75,100%,iii
325,shadow-punch,ghost,physical,clever,20,60,,iii
326,extrasensory,psychic,special,cool,20,80,100%,iii
327,sky-uppercut,fighting,physical,cool,15,85,90%,iii
328,sand-tomb,ground,physical,clever,15,35,85%,iii
329,sheer-cold,ice,special,beautiful,5,,30%,iii
330,muddy-water,water,special,tough,10,90,85%,iii
331,bullet-seed,grass,physical,cool,30,25,100%,iii
332,aerial-ace,flying,physical,cool,20,60,,iii
333,icicle-spear,ice,physical,beautiful,30,25,100%,iii
334,iron-defense,steel,status,tough,15,,,iii
335,block,normal,status,cute,5,,,iii
336,howl,normal,status,cool,40,,,iii
337,dragon-claw,dragon,physical,cool,15,80,100%,iii
338,frenzy-plant,grass,special,cool,5,150,90%,iii
339,bulk-up,fighting,status,cool,20,,,iii
340,bounce,flying,physical,cute,5,85,85%,iii
341,mud-shot,ground,special,tough,15,55,95%,iii
342,poison-tail,poison,physical,clever,25,50,100%,iii
343,covet,normal,physical,cute,25,60,100%,iii
344,volt-tackle,electric,physical,cool,15,120,100%,iii
345,magical-leaf,grass,special,beautiful,20,60,,iii
346,water-sport,water,status,cute,15,,,iii
347,calm-mind,psychic,status,clever,20,,,iii
348,leaf-blade,grass,physical,cool,15,90,100%,iii
349,dragon-dance,dragon,status,cool,20,,,iii
350,rock-blast,rock,physical,tough,10,25,90%,iii
351,shock-wave,electric,special,cool,20,60,,iii
352,water-pulse,water,special,beautiful,20,60,100%,iii
353,doom-desire,steel,special,beautiful,5,140,100%,iii
354,psycho-boost,psychic,special,clever,5,140,90%,iii
355,roost,flying,status,clever,10,,,iv
356,gravity,psychic,status,clever,5,,,iv
357,miracle-eye,psychic,status,clever,40,,,iv
358,wake-up-slap,fighting,physical,tough,10,70,100%,iv
359,hammer-arm,fighting,physical,tough,10,100,90%,iv
360,gyro-ball,steel,physical,cool,5,,100%,iv
361,healing-wish,psychic,status,beautiful,10,,,iv
362,brine,water,special,tough,10,65,100%,iv
363,natural-gift,normal,physical,clever,15,,100%,iv
364,feint,normal,physical,clever,10,30,100%,iv
365,pluck,flying,physical,cute,20,60,100%,iv
366,tailwind,flying,status,cool,15,,,iv
367,acupressure,normal,status,tough,30,,,iv
368,metal-burst,steel,physical,cool,10,,100%,iv
369,u-turn,bug,physical,cute,20,70,100%,iv
370,close-combat,fighting,physical,tough,5,120,100%,iv
371,payback,dark,physical,tough,10,50,100%,iv
372,assurance,dark,physical,clever,10,60,100%,iv
373,embargo,dark,status,clever,15,,100%,iv
374,fling,dark,physical,cute,10,,100%,iv
375,psycho-shift,psychic,status,clever,10,,100%,iv
376,trump-card,normal,special,cool,5,,,iv
377,heal-block,psychic,status,clever,15,,100%,iv
378,wring-out,normal,special,tough,5,,100%,iv
379,power-trick,psychic,status,clever,10,,,iv
380,gastro-acid,poison,status,tough,10,,100%,iv
381,lucky-chant,normal,status,cute,30,,,iv
382,me-first,normal,status,clever,20,,,iv
383,copycat,normal,status,cute,20,,,iv
384,power-swap,psychic,status,clever,10,,,iv
385,guard-swap,psychic,status,clever,10,,,iv
386,punishment,dark,physical,cool,5,,100%,iv
387,last-resort,normal,physical,cute,5,140,100%,iv
388,worry-seed,grass,status,clever,10,,100%,iv
389,sucker-punch,dark,physical,clever,5,70,100%,iv
390,toxic-spikes,poison,status,clever,20,,,iv
391,heart-swap,psychic,status,clever,10,,,iv
392,aqua-ring,water,status,beautiful,20,,,iv
393,magnet-rise,electric,status,clever,10,,,iv
394,flare-blitz,fire,physical,cool,15,120,100%,iv
395,force-palm,fighting,physical,cool,10,60,100%,iv
396,aura-sphere,fighting,special,beautiful,20,80,,iv
397,rock-polish,rock,status,tough,20,,,iv
398,poison-jab,poison,physical,tough,20,80,100%,iv
399,dark-pulse,dark,special,cool,15,80,100%,iv
400,night-slash,dark,physical,cool,15,70,100%,iv
401,aqua-tail,water,physical,beautiful,10,90,90%,iv
402,seed-bomb,grass,physical,tough,15,80,100%,iv
403,air-slash,flying,special,cool,15,75,95%,iv
404,x-scissor,bug,physical,cool,15,80,100%,iv
405,bug-buzz,bug,special,beautiful,10,90,100%,iv
406,dragon-pulse,dragon,special,beautiful,10,85,100%,iv
407,dragon-rush,dragon,physical,tough,10,100,75%,iv
408,power-gem,rock,special,beautiful,20,80,100%,iv
409,drain-punch,fighting,physical,tough,10,75,100%,iv
410,vacuum-wave,fighting,special,cool,30,40,100%,iv
411,focus-blast,fighting,special,cool,5,120,70%,iv
412,energy-ball,grass,special,beautiful,10,90,100%,iv
413,brave-bird,flying,physical,cool,15,120,100%,iv
414,earth-power,ground,special,beautiful,10,90,100%,iv
415,switcheroo,dark,status,clever,10,,100%,iv
416,giga-impact,normal,physical,tough,5,150,90%,iv
417,nasty-plot,dark,status,clever,20,,,iv
418,bullet-punch,steel,physical,tough,30,40,100%,iv
419,avalanche,ice,physical,beautiful,10,60,100%,iv
420,ice-shard,ice,physical,beautiful,30,40,100%,iv
421,shadow-claw,ghost,physical,cool,15,70,100%,iv
422,thunder-fang,electric,physical,cool,15,65,95%,iv
423,ice-fang,ice,physical,cool,15,65,95%,iv
424,fire-fang,fire,physical,cool,15,65,95%,iv
425,shadow-sneak,ghost,physical,clever,30,40,100%,iv
426,mud-bomb,ground,special,cute,10,65,85%,iv
427,psycho-cut,psychic,physical,cool,20,70,100%,iv
428,zen-headbutt,psychic,physical,clever,15,80,90%,iv
429,mirror-shot,steel,special,beautiful,10,65,85%,iv
430,flash-cannon,steel,special,beautiful,10,80,100%,iv
431,rock-climb,normal,physical,tough,20,90,85%,iv
432,defog,flying,status,cool,15,,,iv
433,trick-room,psychic,status,clever,5,,,iv
434,draco-meteor,dragon,special,beautiful,5,130,90%,iv
435,discharge,electric,special,beautiful,15,80,100%,iv
436,lava-plume,fire,special,tough,15,80,100%,iv
437,leaf-storm,grass,special,beautiful,5,130,90%,iv
438,power-whip,grass,physical,tough,10,120,85%,iv
439,rock-wrecker,rock,physical,tough,5,150,90%,iv
440,cross-poison,poison,physical,cool,20,70,100%,iv
441,gunk-shot,poison,physical,tough,5,120,80%,iv
442,iron-head,steel,physical,tough,15,80,100%,iv
443,magnet-bomb,steel,physical,cool,20,60,,iv
444,stone-edge,rock,physical,tough,5,100,80%,iv
445,captivate,normal,status,cute,20,,100%,iv
446,stealth-rock,rock,status,cool,20,,,iv
447,grass-knot,grass,special,cute,20,,100%,iv
448,chatter,flying,special,cute,20,65,100%,iv
449,judgment,normal,special,beautiful,10,100,100%,iv
450,bug-bite,bug,physical,cute,20,60,100%,iv
451,charge-beam,electric,special,beautiful,10,50,90%,iv
452,wood-hammer,grass,physical,tough,15,120,100%,iv
453,aqua-jet,water,physical,cool,20,40,100%,iv
454,attack-order,bug,physical,clever,15,90,100%,iv
455,defend-order,bug,status,clever,10,,,iv
456,heal-order,bug,status,clever,10,,,iv
457,head-smash,rock,physical,tough,5,150,80%,iv
458,double-hit,normal,physical,cool,10,35,90%,iv
459,roar-of-time,dragon,special,beautiful,5,150,90%,iv
460,spacial-rend,dragon,special,beautiful,5,100,95%,iv
461,lunar-dance,psychic,status,beautiful,10,,,iv
462,crush-grip,normal,physical,tough,5,,100%,iv
463,magma-storm,fire,special,tough,5,100,75%,iv
464,dark-void,dark,status,clever,10,,50%,iv
465,seed-flare,grass,special,beautiful,5,120,85%,iv
466,ominous-wind,ghost,special,beautiful,5,60,100%,iv
467,shadow-force,ghost,physical,cool,5,120,100%,iv
468,hone-claws,dark,status,cute,15,,,v
469,wide-guard,rock,status,tough,10,,,v
470,guard-split,psychic,status,clever,10,,,v
471,power-split,psychic,status,clever,10,,,v
472,wonder-room,psychic,status,clever,10,,,v
473,psyshock,psychic,special,beautiful,10,80,100%,v
474,venoshock,poison,special,beautiful,10,65,100%,v
475,autotomize,steel,status,beautiful,15,,,v
476,rage-powder,bug,status,clever,20,,,v
477,telekinesis,psychic,status,clever,15,,,v
478,magic-room,psychic,status,clever,10,,,v
479,smack-down,rock,physical,tough,15,50,100%,v
480,storm-throw,fighting,physical,cool,10,60,100%,v
481,flame-burst,fire,special,beautiful,15,70,100%,v
482,sludge-wave,poison,special,tough,10,95,100%,v
483,quiver-dance,bug,status,beautiful,20,,,v
484,heavy-slam,steel,physical,tough,10,,100%,v
485,synchronoise,psychic,special,clever,10,120,100%,v
486,electro-ball,electric,special,cool,10,,100%,v
487,soak,water,status,cute,20,,100%,v
488,flame-charge,fire,physical,cool,20,50,100%,v
489,coil,poison,status,tough,20,,,v
490,low-sweep,fighting,physical,clever,20,65,100%,v
491,acid-spray,poison,special,beautiful,20,40,100%,v
492,foul-play,dark,physical,clever,15,95,100%,v
493,simple-beam,normal,status,cute,15,,100%,v
494,entrainment,normal,status,cute,15,,100%,v
495,after-you,normal,status,cute,15,,,v
496,round,normal,special,beautiful,15,60,100%,v
497,echoed-voice,normal,special,beautiful,15,40,100%,v
498,chip-away,normal,physical,tough,20,70,100%,v
499,clear-smog,poison,special,beautiful,15,50,,v
500,stored-power,psychic,special,clever,10,20,100%,v
501,quick-guard,fighting,status,cool,15,,,v
502,ally-switch,psychic,status,clever,15,,,v
503,scald,water,special,tough,15,80,100%,v
504,shell-smash,normal,status,tough,15,,,v
505,heal-pulse,psychic,status,beautiful,10,,,v
506,hex,ghost,special,clever,10,65,100%,v
507,sky-drop,flying,physical,tough,10,60,100%,v
508,shift-gear,steel,status,clever,10,,,v
509,circle-throw,fighting,physical,cool,10,60,90%,v
510,incinerate,fire,special,tough,15,60,100%,v
511,quash,dark,status,clever,15,,100%,v
512,acrobatics,flying,physical,cool,15,55,100%,v
513,reflect-type,normal,status,clever,15,,,v
514,retaliate,normal,physical,cool,5,70,100%,v
515,final-gambit,fighting,special,tough,5,,100%,v
516,bestow,normal,status,cute,15,,,v
517,inferno,fire,special,beautiful,5,100,50%,v
518,water-pledge,water,special,beautiful,10,80,100%,v
519,fire-pledge,fire,special,beautiful,10,80,100%,v
520,grass-pledge,grass,special,beautiful,10,80,100%,v
521,volt-switch,electric,special,cool,20,70,100%,v
522,struggle-bug,bug,special,cute,20,50,100%,v
523,bulldoze,ground,physical,tough,20,60,100%,v
524,frost-breath,ice,special,beautiful,10,60,90%,v
525,dragon-tail,dragon,physical,tough,10,60,90%,v
526,work-up,normal,status,tough,30,,,v
527,electroweb,electric,special,beautiful,15,55,95%,v
528,wild-charge,electric,physical,tough,15,90,100%,v
529,drill-run,ground,physical,tough,10,80,95%,v
530,dual-chop,dragon,physical,tough,15,40,90%,v
531,heart-stamp,psychic,physical,cute,25,60,100%,v
532,horn-leech,grass,physical,tough,10,75,100%,v
533,sacred-sword,fighting,physical,cool,15,90,100%,v
534,razor-shell,water,physical,cool,10,75,95%,v
535,heat-crash,fire,physical,tough,10,,100%,v
536,leaf-tornado,grass,special,cool,10,65,90%,v
537,steamroller,bug,physical,tough,20,65,100%,v
538,cotton-guard,grass,status,cute,10,,,v
539,night-daze,dark,special,cool,10,85,95%,v
540,psystrike,psychic,special,cool,10,100,100%,v
541,tail-slap,normal,physical,cute,10,25,85%,v
542,hurricane,flying,special,tough,10,110,70%,v
543,head-charge,normal,physical,tough,15,120,100%,v
544,gear-grind,steel,physical,clever,15,50,85%,v
545,searing-shot,fire,special,cool,5,100,100%,v
546,techno-blast,normal,special,cool,5,120,100%,v
547,relic-song,normal,special,beautiful,10,75,100%,v
548,secret-sword,fighting,special,beautiful,10,85,100%,v
549,glaciate,ice,special,beautiful,10,65,95%,v
550,bolt-strike,electric,physical,beautiful,5,130,85%,v
551,blue-flare,fire,special,beautiful,5,130,85%,v
552,fiery-dance,fire,special,beautiful,10,80,100%,v
553,freeze-shock,ice,physical,beautiful,5,140,90%,v
554,ice-burn,ice,special,beautiful,5,140,90%,v
555,snarl,dark,special,tough,15,55,95%,v
556,icicle-crash,ice,physical,beautiful,10,85,90%,v
557,v-create,fire,physical,cool,5,180,95%,v
558,fusion-flare,fire,special,beautiful,5,100,100%,v
