Status Caused,Move Name,Type,Category,Probability,Power,Accuracy,Notes
poison,gunk_shot,poison,physical,30.0,120,80%,
poison,poison_gas,poison,status,100.0,,90%,
poison,poison_jab,poison,physical,30.0,80,100%,
poison,poison_powder,poison,status,100.0,,75%,"Grass types, as well as Pokémon with Overcoat and Safety Goggles, are immune to Poison Powder (Generation VI)"
poison,poison_sting,poison,physical,30.0,15,100%,
poison,poison_tail,poison,physical,10.0,50,100%,
poison,psycho_shift,psychic,status,100.0,,100%,If the user is poisoned
poison,secret_power,normal,physical,30.0,70,100%,May cause poison only when used in tall grass (Generation III only)
poison,shell_side_arm,poison,special,20.0,90,100%,
poison,sludge,poison,special,30.0,65,100%,
poison,sludge_bomb,poison,special,30.0,90,100%,
poison,sludge_wave,poison,special,10.0,95,100%,
poison,smog,poison,special,40.0,30,70%,
poison,toxic_spikes,poison,status,100.0,,%,"Upon switching in, if the move was used once."
poison,toxic_thread,poison,status,100.0,,100%,
poison,twineedle,bug,physical,20.0,25,100%,Each hit has a separate chance of poisoning.
bad_poison,fling,dark,physical,100.0,30,100%,If Toxic Orb is held by user
bad_poison,poison_fang,poison,physical,50.0,50,100%,Had a 30% chance of badly poisoning in Generations III-V
bad_poison,psycho_shift,psychic,status,100.0,,100%,If the user is badly poisoned
bad_poison,toxic,poison,status,100.0,,90%,Never misses when used by a Poison-type Pokémon from Generation VI onwards
bad_poison,toxic_spikes,poison,status,100.0,,%,"Upon switching in, if the move was used twice"
sleep,dark_void,dark,status,100.0,,50%,"Targets all adjacent opponents. In Generation VII, fails if the user is not Darkrai"
sleep,g_max_befuddle,bug,varies,33.3,,%,Exclusive G-Max Move of Gigantamax ButterfreeMay also paralyze or poison (33.3% chance of each)
sleep,g_max_snooze,dark,varies,50.0,,%,"Exclusive G-Max Move of Gigantamax GrimmsnarlTakes effect at end of the next turn after use. If the afflicted switches, the move does not take effect"
sleep,grass_whistle,grass,status,100.0,,55%,Will not affect Pokémon with Soundproof
sleep,hypnosis,psychic,status,100.0,,60%,
sleep,lovely_kiss,normal,status,100.0,,75%,
sleep,psycho_shift,psychic,status,100.0,,100%,If the user is asleep and uses the move via Sleep Talk
sleep,relic_song,normal,special,10.0,75,100%,Hits all adjacent opponents. Causes Meloetta to change Forme. Will not affect Pokémon with Soundproof
sleep,rest,psychic,status,100.0,,,"Puts user to sleep, restoring HP to 100% and removing any other non-volatile status condition. Sleep will only last 2 turns"
sleep,secret_power,normal,physical,30.0,70,100%,"May cause sleep only when used in long grass (Generation III), tall grass (Generation IV onward), or when Grassy Terrain is in effect (Generation VI onward)"
sleep,sing,normal,status,100.0,,55%,Will not affect Pokémon with Soundproof
sleep,sleep_powder,grass,status,100.0,,75%,"Grass types, as well as Pokémon with Overcoat and Safety Goggles, are immune to Sleep Powder (Generation VI onward)"
sleep,spore,grass,status,100.0,,100%,"Grass types, as well as Pokémon with Overcoat and Safety Goggles, are immune to Spore (Generation VI onward)"
sleep,yawn,normal,status,100.0,,,"Takes effect at end of the next turn after use. If the afflicted switches, the move does not take effect"
confusion,chatter,flying,special,100.0,65,100%,Chance of confusion depends on volume of recording prior to Generation VI
confusion,confuse_ray,ghost,status,100.0,,100%,
confusion,confusion,psychic,special,10.0,50,100%,
confusion,dizzy_punch,normal,physical,20.0,70,100%,Generation II onward
confusion,dynamic_punch,fighting,physical,100.0,100,50%,
confusion,flatter,dark,status,100.0,,100%,Raises the target's Special Attack by one stage
confusion,g_max_gold_rush,normal,varies,100.0,Varies,%,Exclusive G-Max Move of Gigantamax MeowthScatters money
confusion,g_max_smite,fairy,varies,100.0,Varies,%,Exclusive G-Max Move of Gigantamax HattereneConfuses all opponents
confusion,hurricane,flying,special,30.0,110,70%,
confusion,psybeam,psychic,special,10.0,65,100%,
confusion,rock_climb,normal,physical,20.0,90,85%,
confusion,secret_power,normal,physical,30.0,70,100%,May cause confusion only when used on a rocky surface (Generation III only)
confusion,signal_beam,bug,special,10.0,75,100%,
confusion,strange_steam,fairy,special,20.0,90,95%,
confusion,supersonic,normal,status,100.0,,55%,
confusion,swagger,normal,status,100.0,,90%,Raises the target's Attack by two stages
confusion,sweet_kiss,fairy,status,100.0,,75%,
confusion,teeter_dance,normal,status,100.0,,100%,Targets all adjacent Pokémon
confusion,water_pulse,water,special,20.0,60,100%,
flinch,air_slash,flying,special,30.0,75,95%,
flinch,astonish,ghost,physical,30.0,30,100%,
flinch,bite,dark,physical,30.0,60,100%,
flinch,bone_club,ground,physical,10.0,65,85%,
flinch,dark_pulse,dark,special,20.0,80,100%,
flinch,double_iron_bash,steel,physical,30.0,60,100%,Each hit has a separate chance of flinching
flinch,dragon_rush,dragon,physical,20.0,100,75%,
flinch,extrasensory,psychic,special,10.0,80,100%,
flinch,fake_out,normal,physical,100.0,40,100%,Always goes first; only works if it is the user's first turn
flinch,fiery_wrath,dark,special,20.0,90,100%,
flinch,fire_fang,fire,physical,10.0,65,95%,May also cause burn (10% chance)
flinch,fling,dark,physical,100.0,30,100%,Only if King's Rock or Razor Fang is held by user
flinch,floaty_fall,flying,physical,30.0,90,95%,
flinch,headbutt,normal,physical,30.0,70,100%,
flinch,heart_stamp,psychic,physical,30.0,60,100%,
flinch,hyper_fang,normal,physical,10.0,80,90%,
flinch,ice_fang,ice,physical,10.0,65,95%,May also cause freeze (10% chance)
flinch,icicle_crash,ice,physical,30.0,85,90%,
flinch,iron_head,steel,physical,30.0,80,100%,
flinch,low_kick,fighting,physical,30.0,50,90%,Generations I and II only
flinch,needle_arm,grass,physical,30.0,60,100%,
flinch,rock_slide,rock,physical,30.0,75,90%,Generation II onward
flinch,rolling_kick,fighting,physical,30.0,60,85%,
flinch,secret_power,normal,physical,30.0,70,100%,"May cause flinching only when used in caves, on rocky terrain (Generation IV and V), in burial grounds (Generation VI), or in space"
flinch,sky_attack,flying,physical,30.0,140,90%,Generation III onward
flinch,snore,normal,special,30.0,50,100%,Fails if the user is not asleep
flinch,steamroller,bug,physical,30.0,65,100%,
flinch,stomp,normal,physical,30.0,65,100%,
flinch,thunder_fang,electric,physical,10.0,65,95%,May also cause paralysis (10% chance)
flinch,twister,dragon,special,20.0,40,100%,"Can hit targets using Fly, Bounce, or Sky Drop"
flinch,waterfall,water,physical,20.0,80,100%,Generation IV onward
flinch,zen_headbutt,psychic,physical,20.0,80,90%,
flinch,zing_zap,electric,physical,30.0,80,100%,
semi_invulnerable_turn,bounce,flying,physical,100.0,85,85%,30% chance of paralyzing the target
semi_invulnerable_turn,dig,ground,physical,100.0,80,100%,
semi_invulnerable_turn,dive,water,physical,100.0,80,100%,
semi_invulnerable_turn,fly,flying,physical,100.0,90,95%,
semi_invulnerable_turn,phantom_force,ghost,physical,100.0,90,100%,"Ignores protection moves, except Max Guard"
semi_invulnerable_turn,shadow_force,ghost,physical,100.0,120,100%,"Ignores protection moves, except Max Guard"
semi_invulnerable_turn,sky_drop,flying,physical,100.0,60,100%,"User and target become semi-invulnerable. Since Generation VI, only targets that weigh less than 440.9 lbs. (200 kg) can be lifted."
bound,bind,normal,physical,100.0,15,85%,
bound,clamp,water,physical,100.0,35,85%,
bound,fire_spin,fire,special,100.0,35,85%,
bound,g_max_centiferno,fire,varies,100.0,,%,Exclusive G-Max Move of Gigantamax Centiskorch
bound,g_max_sandblast,ground,varies,100.0,,%,Exclusive G-Max Move of Gigantamax Sandaconda
bound,infestation,bug,special,100.0,20,100%,
bound,magma_storm,fire,special,100.0,100,75%,
bound,sand_tomb,ground,physical,100.0,35,85%,
bound,snap_trap,grass,physical,100.0,35,100%,
bound,thunder_cage,electric,special,100.0,80,90%,
bound,whirlpool,water,special,100.0,35,85%,
bound,wrap,normal,physical,100.0,15,90%,
trapped,anchor_shot,steel,physical,100.0,80,100%,
trapped,block,normal,status,100.0,,%,
trapped,fairy_lock,fairy,status,100.0,,%,Prevents all Pokémon on the field from switching out or fleeing during their next turn
trapped,g_max_terror,ghost,varies,100.0,,%,Exclusive G-Max Move of Gigantamax Gengar
trapped,jaw_lock,dark,physical,100.0,80,100%,Prevents the user and the target from switching out or fleeing
trapped,mean_look,normal,status,100.0,,%,
trapped,no_retreat,fighting,status,100.0,,%,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. Prevents the user from switching out or fleeing"
trapped,octolock,fighting,status,100.0,,100%,"At the end of each turn, the target's Defense and Special Defense are lowered by one stage each"
trapped,spider_web,bug,status,100.0,,%,
trapped,spirit_shackle,ghost,physical,100.0,80,100%,
trapped,thousand_waves,ground,physical,100.0,90,100%,
drowsy,yawn,normal,status,100.0,,100%,
drowsy,g_max_snooze,dark,varies,100.0,,%,
identified,foresight,normal,status,100.0,%,Removes Ghost-type Pokémon's immunity to Fighting-type and Normal-type moves,
identified,odor_sleuth,normal,status,100.0,%,Removes Ghost-type Pokémon's immunity to Fighting-type and Normal-type moves,
identified,miracle_eye,psychic,status,100.0,%,Removes Dark-type Pokémon's immunity to Psychic-type moves,
infatuation,attract,normal,status,100.0,,100%,Opponent of the opposite gender of the user become infatuated
infatuation,g_max_cuddle,normal,varies,100.0,,%,Exclusive G-Max Move of Gigantamax EeveeAll opponents of the opposite gender of the user become infatuated
leech_seed,leech_seed,grass,status,100.0,,90%,
leech_seed,sappy_seed,grass,physical,100.0,90,100%,
torment,torment,dark,status,100.0,,100%,
torment,g_max_meltdown,steel,varies,100.0,,%,Exclusive G-Max Move of Gigantamax MelmetalAffects all opponents on the field
type_change,forests_curse,grass,status,100.0,100%,,
type_change,trick_or_treat,ghost,status,100.0,100%,,
type_change,magic_powder,psychic,status,100.0,100%,,
type_change,soak,water,status,100.0,100%,,
charging_turn,bounce,flying,physical,100.0,85,85%,User becomes semi-invulnerable. 30% chance of paralyzing the target
charging_turn,dig,ground,physical,100.0,80,100%,User becomes semi-invulnerable
charging_turn,dive,water,physical,100.0,80,100%,User becomes semi-invulnerable
charging_turn,fly,flying,physical,100.0,90,95%,User becomes semi-invulnerable
charging_turn,freeze_shock,ice,physical,100.0,140,90%,30% chance of paralyzing the target
charging_turn,geomancy,fairy,status,100.0,,%,"Raises the user's Special Attack, Special Defense, and Speed by two stages"
charging_turn,ice_burn,ice,special,100.0,140,90%,30% chance of burning the target
charging_turn,meteor_beam,rock,special,100.0,120,90%,Raises the user's Special Attack by one level on the first turn
charging_turn,phantom_force,ghost,physical,100.0,90,100%,User becomes semi-invulnerable
charging_turn,razor_wind,normal,special,100.0,80,100%,Has an increased critical hit ratio
charging_turn,shadow_force,ghost,physical,100.0,120,100%,User becomes semi-invulnerable
charging_turn,skull_bash,normal,physical,100.0,130,100%,Raises the user's Defense by one level on the first turn
charging_turn,sky_attack,flying,physical,100.0,140,90%,Has an increased critical hit ratioHas a 30% chance of causing the target to flinch
charging_turn,sky_drop,flying,physical,100.0,60,100%,User and target become semi-invulnerable
charging_turn,solar_beam,grass,special,100.0,120,100%,Will not need a turn to charge if used during harsh sunlight
charging_turn,solar_blade,grass,physical,100.0,125,100%,Will not need a turn to charge if used during harsh sunlight
protection,baneful_bunker,poison,status,100.0,+4,%,Will poison a Pokémon that attempts to use a contact move on the user
protection,crafty_shield,fairy,status,100.0,+3,%,Protects the user's side of the field from status moves
protection,detect,fighting,status,100.0,+4,%,
protection,kings_shield,steel,status,100.0,+4,%,Will drop the Attack stat by 1 stage of a Pokémon that attempts to use a contact move on the user.Protects the user from any moves except status moves
protection,mat_block,fighting,status,100.0,0,%,Always goes first; only works if it is the user's first turn
protection,max_guard,normal,status,100.0,+4,%,"User must be Dynamaxed and know a status moveFully protects the user from Max MovesProtects the user from Block, Flower Shield, Gear Up, Magnetic Flux, Phantom Force, Psych Up, Teatime, and Transform"
protection,obstruct,dark,status,100.0,+4,%,Will drop the Defense stat by 2 stages of a Pokémon that attempts to use a contact move on the user.
protection,protect,normal,status,100.0,+4,%,
protection,quick_guard,fighting,status,100.0,+3,%,Protects the user's side of the field from moves that have increased priority
protection,spiky_shield,grass,status,100.0,+4,%,Will deal damage equal to 1/8 of its maximum HP of a Pokémon that attempts to use a contact move on the user
protection,wide_guard,rock,status,100.0,+3,%,Protects the user's side of the field from damaging moves that can target multiple Pokémon
recharging,blast_burn,fire,special,100.0,150,90%,
recharging,eternabeam,dragon,special,100.0,160,90%,
recharging,frenzy_plant,grass,special,100.0,150,90%,
recharging,giga_impact,normal,physical,100.0,150,90%,
recharging,hydro_cannon,water,special,100.0,150,90%,
recharging,hyper_beam,normal,special,100.0,150,90%,
recharging,meteor_assault,fighting,physical,100.0,150,100%,
recharging,prismatic_laser,psychic,special,100.0,160,100%,
recharging,roar_of_time,dragon,special,100.0,150,90%,
recharging,rock_wrecker,rock,physical,100.0,150,90%,
taking_aim,mind_reader,normal,status,100.0,,%,
taking_aim,lock_on,normal,status,100.0,,%,
thrashing,rage,normal,physical,100.0,20,100%,Only in generation I
thrashing,thrash,normal,physical,100.0,120,100%,
thrashing,outrage,dragon,physical,100.0,120,100%,
thrashing,petal_dance,grass,special,100.0,120,100%,
curse,curse,,,100.0,,,If user is a Ghost-type Pokemon
embargo,embargo,,,100.0,,,
heal_block,heal_block,,,100.0,,,
nightmare,nightmare,,,100.0,,,
perish_song,perish_song,,,100.0,,,
taunt,taunt,,,100.0,,,
telekinesis,telekinesis,,,100.0,,,
aqua_ring,aqua_ring,,,100.0,,,
bracing,endure,,,100.0,,,
defense_curl,defense_curl,,,100.0,,,
magic_coat,magic_coat,,,100.0,,,
mimic,mimic,,,100.0,,,
minimize,minimize,,,100.0,,,
substitute,substitute,,,100.0,,,
center_of_attention,follow_me,,,100.0,,,
center_of_attention,rage_powder,,,100.0,,,
center_of_attention,spotlight,,,100.0,,,
rooted,ingrain,,,100.0,,,
magnetic_levitation,magnet_rise,,,100.0,,,
transformed,transform,,,100.0,,,
sleep,z_sing,,,100.0,,,
confusion,z_supersonic,,,100.0,,,
leech_seed,z_leech_seed,,,100.0,,,
poison,z_poison_powder,,,100.0,,,
paralysis,z_stun_spore,,,100.0,,,
sleep,z_sleep_powder,,,100.0,,,
paralysis,z_thunder_wave,,,100.0,,,
bad_poison,z_toxic,,,100.0,,,
sleep,z_hypnosis,,,100.0,,,
confusion,z_confuse_ray,,,100.0,,,
paralysis,z_glare,,,100.0,,,
poison,z_poison_gas,,,100.0,,,
sleep,z_lovely_kiss,,,100.0,,,
sleep,z_spore,,,100.0,,,
sleep,z_rest,,,100.0,,,
trapped,z_spider_web,,,100.0,,,
taking_aim,z_mind_reader,,,100.0,,,
protection,z_protect,,,100.0,,,
confusion,z_sweet_kiss,,,100.0,,,
identified,z_foresight,,,100.0,,,
protection,z_detect,,,100.0,,,
taking_aim,z_lock_on,,,100.0,,,
confusion,z_swagger,,,100.0,,,
trapped,z_mean_look,,,100.0,,,
infatuation,z_attract,,,100.0,,,
torment,z_torment,,,100.0,,,
confusion,z_flatter,,,100.0,,,
burn,z_will_o_wisp,,,100.0,,,
sleep,z_yawn,,,100.0,,,
drowsy,z_yawn,,,100.0,,,
confusion,z_teeter_dance,,,100.0,,,
identified,z_odor_sleuth,,,100.0,,,
sleep,z_grass_whistle,,,100.0,,,
trapped,z_block,,,100.0,,,
identified,z_miracle_eye,,,100.0,,,
burn,z_psycho_shift,,,100.0,,,
paralysis,z_psycho_shift,,,100.0,,,
poison,z_psycho_shift,,,100.0,,,
bad_poison,z_psycho_shift,,,100.0,,,
sleep,z_psycho_shift,,,100.0,,,
poison,z_toxic_spikes,,,100.0,,,
bad_poison,z_toxic_spikes,,,100.0,,,
sleep,z_dark_void,,,100.0,,,
protection,z_wide_guard,,,100.0,,,
type_change,z_soak,,,100.0,,,
protection,z_quick_guard,,,100.0,,,
protection,z_mat_block,,,100.0,,,
type_change,z_trick_or_treat,,,100.0,,,
type_change,z_forests_curse,,,100.0,,,
protection,z_crafty_shield,,,100.0,,,
trapped,z_fairy_lock,,,100.0,,,
protection,z_kings_shield,,,100.0,,,
protection,z_spiky_shield,,,100.0,,,
charging_turn,z_geomancy,,,100.0,,,
poison,z_baneful_bunker,,,100.0,,,
protection,z_baneful_bunker,,,100.0,,,
poison,z_toxic_thread,,,100.0,,,
center_of_attention,z_grudge,,,100.0,,,
center_of_attention,z_destiny_bond,,,100.0,,,
