Ability Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cloud_nine,3,Negates weather effects.,Eliminates the effects of weather.,,,,,,,,,,,,,,,,,,,
color_change,3,Changes type to foe's move.RSEFRLGChanges type to target's move.ColoXD,Changes the Pokémon's type to the foe's move.,The Pokémon's type becomes the type of the move used on it.,,,,,,,,,,,,,,,,,,
comatose,7,It's always drowsing and will never wake up. It can attack without waking up.,,,,,,,,,,,,,,,,,,,,
competitive,6,Boosts the Sp. Atk stat when a stat is lowered.,Boosts the Sp. Atk stat sharply when a stat is lowered.,,,,,,,,,,,,,,,,,,,
compound_eyes,3,Raises accuracy.,The Pokémon's accuracy is boosted.,Boosts the Pokémon's accuracy.,The Pokémon's compound eyes boost its accuracy.,,,,,,,,,,,,,,,,,
contrary,5,Makes stat changes have an opposite effect.,,,,,,,,,,,,,,,,,,,,
corrosion,7,The Pokémon can poison the target even if it's a Steel or Poison type.,,,,,,,,,,,,,,,,,,,,
cotton_down,8,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",,,,,,,,,,,,,,,,,,,,
curious_medicine,8,"When the Pokémon enters a battle, it scatters medicine from its shell, which removes all stat changes from allies.",,,,,,,,,,,,,,,,,,,,
cursed_body,5,May disable a move used on the Pokémon.,,,,,,,,,,,,,,,,,,,,
cute_charm,3,Infatuates on contact.,Contact with the Pokémon may cause infatuation.,,,,,,,,,,,,,,,,,,,
damp,3,Prevents self-destruction.,Prevents combatants from self destructing.DPPtPrevents combatants from self-destructing.HGSS,Prevents the use of self-destructing moves.,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",,,,,,,,,,,,,,,,
dancer,7,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",,,,,,,,,,,,,,,,,,,,
dark_aura,6,Powers up each Pokémon's Dark-type moves.,,,,,,,,,,,,,,,,,,,,
dauntless_shield,8,Boosts the Pokémon's Defense stat when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
dazzling,7,"Surprises the opposing Pokémon, making it unable to attack using priority moves.",,,,,,,,,,,,,,,,,,,,
defeatist,5,Lowers stats when HP becomes half or less.,Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.,,,,,,,,,,,,,,,,,,,
defiant,5,When its stats are lowered its Attack increases.,Boosts the Pokémon's Attack stat when its stats are lowered.,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,,,,,,,,,,,,,,,,,,
delta_stream,6,Affects weather and eliminates all of the Flying type's weaknesses.,The Pokémon changes the weather to eliminate all of the Flying type's weaknesses.,,,,,,,,,,,,,,,,,,,
desolate_land,6,Affects weather and nullifies any Water-type attacks.,The Pokémon changes the weather to nullify Water-type attacks.,,,,,,,,,,,,,,,,,,,
disguise,7,"Once per battle, the shroud that covers the Pokémon can protect it from an attack.",,,,,,,,,,,,,,,,,,,,
download,4,Adjusts power according to the foe's ability.,Adjusts power according to a foe's defenses.,Adjusts power based on an opposing Pokémon's stats.,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,,,,,,,,,,,,,,,,,
dragons_maw,8,Powers up Dragon-type moves.,,,,,,,,,,,,,,,,,,,,
drizzle,3,Summons rain in battle.,The Pokémon makes it rain if it appears in battle.,The Pokémon makes it rain when it enters a battle.,,,,,,,,,,,,,,,,,,
drought,3,Summons sunlight in battle.,The Pokémon makes it sunny if it appears in battle.,Turns the sunlight harsh if it is in battle.,Turns the sunlight harsh when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,
dry_skin,4,Reduces HP if it is hot. Water restores HP.,Reduces HP if it's hot. Water restores HP.,"Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.SMRestores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.USUM","Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",,,,,,,,,,,,,,,,,
early_bird,3,Awakens quickly from sleep.,The Pokémon awakens quickly from sleep.,The Pokémon awakens twice as fast as other Pokémon from sleep.,The Pokémon awakens from sleep twice as fast as other Pokémon.,,,,,,,,,,,,,,,,,
effect_spore,3,Leaves spores on contact.,"Contact may paralyze, poison, or cause sleep.",Contact may poison or cause paralysis or sleep.,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",,,,,,,,,,,,,,,,,
electric_surge,7,Turns the ground into Electric Terrain when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
emergency_exit,7,"The Pokémon, sensing danger, switches out when its HP becomes half or less.",,,,,,,,,,,,,,,,,,,,
fairy_aura,6,Powers up each Pokémon's Fairy-type moves.,,,,,,,,,,,,,,,,,,,,
filter,4,Powers down super-effective moves.DPPtReduces damage from supereffective attacks.HGSS,Reduces damage from supereffective attacks.,Reduces the power of supereffective attacks taken.,,,,,,,,,,,,,,,,,,
flame_body,3,Burns the foe on contact.RSEFRLGBurns the target on contact.ColoXD,Contact with the Pokémon may burn the foe.,Contact with the Pokémon may burn the attacker.,,,,,,,,,,,,,,,,,,
flare_boost,5,Powers up special attacks when burned.,Powers up special attacks when the Pokémon is burned.,,,,,,,,,,,,,,,,,,,
flash_fire,3,Powers up if hit by fire.,Powers up Fire-type moves if hit by a Fire move.DPPtIt powers up Fire-type moves if it's hit by one.HGSS,It powers up Fire-type moves if it's hit by one.,Powers up the Pokémon's Fire-type moves if it's hit by one.,,,,,,,,,,,,,,,,,
flower_gift,4,Powers up party Pokémon when it is sunny.,Powers up party Pokémon when it's sunny.,Boosts the Attack and Sp. Def stats of itself and allies when it is sunny.SMBoosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.USUM,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.,,,,,,,,,,,,,,,,,
flower_veil,6,Prevents lowering of ally Grass-type Pokémon's stats.,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,,,,,,,,,,,,,,,,,
fluffy,7,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",,,,,,,,,,,,,,,,,,,,
forecast,3,Changes with the weather.,Castform transforms with the weather.,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",,,,,,,,,,,,,,,,,,
forewarn,4,Determines what moves the foe has.,Determines what moves a foe has.,Determines what moves an opposing Pokémon has.,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",,,,,,,,,,,,,,,,,
friend_guard,5,Reduces damage done to allies.,,,,,,,,,,,,,,,,,,,,
frisk,4,The Pokémon can check the foe's held item.,The Pokémon can check a foe's held item.,The Pokémon can check an opposing Pokémon's held item.,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",,,,,,,,,,,,,,,,,
full_metal_body,7,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,,,,,,,,,,,,,,,,,,
fur_coat,6,Halves damage from physical moves.,Halves the damage from physical moves.,,,,,,,,,,,,,,,,,,,
gale_wings,6,Gives priority to Flying-type moves.,Gives priority to Flying-type moves when the Pokémon's HP is full.,,,,,,,,,,,,,,,,,,,
galvanize,7,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,,,,,,,,,,,,,,,,,,,,
gluttony,4,Encourages the early use of a held Berry.,Makes the Pokémon use a held Berry earlier than usual.,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,,,,,,,,,,,,,,,,
gooey,6,Contact with the Pokémon lowers the attacker's Speed stat.,,,,,,,,,,,,,,,,,,,,
gorilla_tactics,8,Boosts the Pokémon's Attack stat but only allows the use of the first selected move.,,,,,,,,,,,,,,,,,,,,
grass_pelt,6,Boosts the Defense stat in Grassy Terrain.,Boosts the Pokémon's Defense stat in Grassy Terrain.,Boosts the Pokémon's Defense stat on Grassy Terrain.,,,,,,,,,,,,,,,,,,
grassy_surge,7,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
grim_neigh,8,"When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat.",,,,,,,,,,,,,,,,,,,,
gulp_missile,8,"When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.",,,,,,,,,,,,,,,,,,,,
guts,3,Ups Attack if suffering.,Boosts Attack if there is a status problem.,Boosts the Attack stat if the Pokémon has a status condition.,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,,,,,,,,,,,,,,,,,
harvest,5,May create another Berry after one is used.,,,,,,,,,,,,,,,,,,,,
healer,5,May heal an ally's status conditions.,Sometimes heals an ally's status condition.,,,,,,,,,,,,,,,,,,,
heatproof,4,Weakens the power of Fire-type moves.,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,,,,,,,,,,,,,,,,,,,
heavy_metal,5,Doubles the Pokémon's weight.,,,,,,,,,,,,,,,,,,,,
honey_gather,4,The Pokémon may gather Honey from somewhere.,The Pokémon may gather Honey after a battle.,,,,,,,,,,,,,,,,,,,
huge_power,3,Raises Attack.,Raises the Pokémon's Attack stat.,Boosts the Pokémon's Attack stat.,Doubles the Pokémon's Attack stat.,,,,,,,,,,,,,,,,,
hunger_switch,8,"The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",,,,,,,,,,,,,,,,,,,,
hustle,3,Trades accuracy for power.,"Boosts the Attack stat, but lowers accuracy.",,,,,,,,,,,,,,,,,,,
hydration,4,Heals status problems if it is raining.,Heals status conditions if it's raining.,,,,,,,,,,,,,,,,,,,
hyper_cutter,3,Prevents Attack reduction.,Prevents the Attack stat from being lowered.,Prevents other Pokémon from lowering Attack stat.,Prevents other Pokémon from lowering its Attack stat.,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,,,,,,,,,,,,,,,,
ice_body,4,The Pokémon regains HP in a hailstorm.,The Pokémon gradually regains HP in a hailstorm.,,,,,,,,,,,,,,,,,,,
ice_face,8,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.",,,,,,,,,,,,,,,,,,,,
ice_scales,8,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",,,,,,,,,,,,,,,,,,,,
illuminate,3,Encounter rate increases.,Raises the likelihood of meeting wild Pokémon.,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,,,,,,,,,,,,,,,,,,
illusion,5,Comes out disguised as the Pokémon in back.,Comes out disguised as the Pokémon in the party's last spot.,,,,,,,,,,,,,,,,,,,
immunity,3,Prevents poisoning.,Prevents the Pokémon from getting poisoned.,The immune system of the Pokémon prevents it from getting poisoned.,,,,,,,,,,,,,,,,,,
imposter,5,It transforms itself into the Pokémon it is facing.,The Pokémon transforms itself into the Pokémon it's facing.,,,,,,,,,,,,,,,,,,,
infiltrator,5,Passes through the foe's barrier and strikes.,Passes through the opposing Pokémon's barrier and strikes.,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,,,,,,,,,,,,,,,,
innards_out,7,Damages the attacker landing the finishing hit by the amount equal to its last HP.,,,,,,,,,,,,,,,,,,,,
inner_focus,3,Prevents flinching.,The Pokémon is protected from flinching.,Protects the Pokémon from flinching.,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,,,,,,,,,,,,,,,
insomnia,3,Prevents sleep.,Prevents the Pokémon from falling asleep.,The Pokémon is suffering from insomnia and cannot fall asleep.,,,,,,,,,,,,,,,,,,
intimidate,3,Lowers the foe's Attack.,Lowers the foe's Attack stat.,Lowers the opposing Pokémon's Attack stat.,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,,,,,,,,,,,,,,,
intrepid_sword,8,Boosts the Pokémon's Attack stat when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
iron_barbs,5,Inflicts damage to the Pokémon on contact.,Inflicts damage to the attacker on contact.,Inflicts damage to the attacker on contact with iron barbs.,Inflicts damage on the attacker upon contact with iron barbs.,,,,,,,,,,,,,,,,,
iron_fist,4,Boosts the power of punching moves.,Powers up punching moves.,,,,,,,,,,,,,,,,,,,
justified,5,Raises Attack when hit by a Dark-type move.,Boosts the Attack stat when it's hit by a Dark-type move.,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,,,,,,,,,,,,,,
keen_eye,3,Prevents loss of accuracy.,Prevents the Pokémon from losing accuracy.,Prevents other Pokémon from lowering accuracy.,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,,,,,,,,,,,,,,,
klutz,4,The Pokémon can't use any held items.,,,,,,,,,,,,,,,,,,,,
leaf_guard,4,Prevents status problems in sunny weather.DPPtPrevents problems with status in sunny weather.HGSS,Prevents problems with status in sunny weather.,Prevents status conditions in sunny weather.,Prevents status conditions in sunny weather.SMPrevents status conditions in harsh sunlight.USUM,Prevents status conditions in harsh sunlight.,,,,,,,,,,,,,,,,
levitate,3,Not hit by Ground attacks.,Gives full immunity to all Ground-type moves.,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,,,,,,,,,,,,
libero,8,Changes the Pokémon's type to the type of the move it's about to use.,,,,,,,,,,,,,,,,,,,,
light_metal,5,Halves the Pokémon's weight.,,,,,,,,,,,,,,,,,,,,
lightning_rod,3,Draws electrical moves.,The Pokémon draws in all Electric-type moves.,Draws in all Electric-type moves to up Sp. Attack.,Draws in all Electric-type moves to boost its Sp. Atk stat.,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,,,,,,,,,,,,,,
limber,3,Prevents paralysis.,The Pokémon is protected from paralysis.,Protects the Pokémon from paralysis.,Its limber body protects the Pokémon from paralysis.,,,,,,,,,,,,,,,,,
liquid_ooze,3,Draining causes injury.,Inflicts damage on foes using any draining move.,Damages attackers using any draining move.,"Oozed liquid has strong stench, which damages attackers using any draining move.","The oozed liquid has a strong stench, which damages attackers using any draining move.",,,,,,,,,,,,,,,,
liquid_voice,7,All sound-based moves become Water-type moves.,,,,,,,,,,,,,,,,,,,,
long_reach,7,The Pokémon uses its moves without making contact with the target.,,,,,,,,,,,,,,,,,,,,
magic_bounce,5,Reflects status-changing moves.,Reflects status moves.,"Reflects status moves, instead of getting hit by them.",Reflects status moves instead of getting hit by them.,,,,,,,,,,,,,,,,,
magic_guard,4,The Pokémon only takes damage from attacks.,,,,,,,,,,,,,,,,,,,,
magician,6,The Pokémon steals the held item of a Pokémon it hits with a move.,,,,,,,,,,,,,,,,,,,,
magma_armor,3,Prevents freezing.,Prevents the Pokémon from becoming frozen.,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",,,,,,,,,,,,,,,,,,
magnet_pull,3,Traps Steel-type Pokémon.RSEFRLGTraps Steel-type foes.ColoXD,Prevents Steel-type Pokémon from escaping.,Prevents Steel-type Pokémon from escaping using its magnetic force.,,,,,,,,,,,,,,,,,,
marvel_scale,3,Ups Defense if suffering.,Boosts Defense if there is a status problem.DPPtUps Defense if there is a status problem.HGSS,Ups Defense if there is a status problem.,Boosts the Defense stat if the Pokémon has a status condition.,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,,,,,,,,,,,,,,,,
mega_launcher,6,Powers up aura and pulse moves.,,,,,,,,,,,,,,,,,,,,
merciless,7,The Pokémon's attacks become critical hits if the target is poisoned.,,,,,,,,,,,,,,,,,,,,
mimicry,8,Changes the Pokémon's type depending on the terrain.,,,,,,,,,,,,,,,,,,,,
minus,3,Powers up with Plus.,Boosts Sp. Atk if another Pokémon has Plus.DPPtUps Sp. Atk if another Pokémon has Plus.HGSS,Ups Sp. Atk if another Pokémon has Plus or Minus.,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,,,,,,,,,,,,,,,,
mirror_armor,8,Bounces back only the stat-lowering effects that the Pokémon receives.,,,,,,,,,,,,,,,,,,,,
misty_surge,7,Turns the ground into Misty Terrain when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
mold_breaker,4,Moves can be used regardless of abilities.,Moves can be used regardless of Abilities.,Moves can be used on the target regardless of its Abilities.,,,,,,,,,,,,,,,,,,
moody,5,Raises one stat and lowers another.,Raises one stat sharply and lowers another every turn.,,,,,,,,,,,,,,,,,,,
motor_drive,4,Raises Speed if hit by an Electric-type move.,Boosts the Speed stat when it's hit by an Electric-type move.,"Boosts its Speed stat if hit by an Electric-type move, instead of taking damage.",Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,,,,,,,,,,,,,,,,,
moxie,5,Boosts Attack after knocking out any Pokémon.,Boosts the Attack stat after knocking out any Pokémon.,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",,,,,,,,,,,,,,,,,,
multiscale,5,Reduces damage when HP is full.,Reduces damage the Pokémon takes when its HP is full.,Reduces the amount of damage the Pokémon takes when its HP is full.,Reduces the amount of damage the Pokémon takes while its HP is full.,,,,,,,,,,,,,,,,,
multitype,4,Changes type to match the held Plate.,Changes the Pokémon's type to match the Plate it holds.,Changes the Pokémon's type to match the Plate or Z-Crystal it holds.,,,,,,,,,,,,,,,,,,
mummy,5,Contact with this Pokémon spreads this Ability.,Contact with the Pokémon spreads this Ability.,Contact with the Pokémon changes the attacker's Ability to Mummy.,,,,,,,,,,,,,,,,,,
natural_cure,3,Heals upon switching out.,All status problems are healed upon switching out.DPPtAll status problems heal when it switches out.HGSS,All status problems heal when it switches out.,All status conditions heal when the Pokémon switches out.,,,,,,,,,,,,,,,,,
neuroforce,7,Powers up moves that are super effective.,,,,,,,,,,,,,,,,,,,,
neutralizing_gas,8,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.",,,,,,,,,,,,,,,,,,,,
no_guard,4,Ensures the Pokémon and its foe's attacks land.DPPtEnsures both Pokémon's and foe's attacks land.HGSS,Ensures attacks by or against the Pokémon land.,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,,,,,,,,,,,,,,
normalize,4,All the Pokémon's moves become the Normal type.,All the Pokémon's moves become Normal type.,All the Pokémon's moves become Normal type. The power of those moves is boosted a little.,,,,,,,,,,,,,,,,,,
oblivious,3,Prevents attraction.,Prevents the Pokémon from becoming infatuated.DPPtPrevents it from becoming infatuated.HGSS,Prevents it from becoming infatuated.,Keeps the Pokémon from being infatuated or falling for taunts.,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",,,,,,,,,,,,,,,,
overcoat,5,Protects the Pokémon from damage from weather.,"Protects the Pokémon from things like sand, hail and powder.","Protects the Pokémon from things like sand, hail, and powder.",,,,,,,,,,,,,,,,,,
overgrow,3,Ups Grass moves in a pinch.,Powers up Grass-type moves in a pinch.,Powers up Grass-type moves when the Pokémon is in trouble.,Powers up Grass-type moves when the Pokémon's HP is low.,,,,,,,,,,,,,,,,,
own_tempo,3,Prevents confusion.,Prevents the Pokémon from becoming confused.,"This Pokémon has its own tempo, and that prevents it from becoming confused.",,,,,,,,,,,,,,,,,,
parental_bond,6,Parent and child attack together.,Parent and child each attacks.,,,,,,,,,,,,,,,,,,,
pastel_veil,8,Protects the Pokémon and its ally Pokémon from being poisoned.,,,,,,,,,,,,,,,,,,,,
perish_body,8,"When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.",,,,,,,,,,,,,,,,,,,,
pickpocket,5,Steals an item when hit by another Pokémon.,Steals an item from an attacker that made direct contact.,,,,,,,,,,,,,,,,,,,
pickup,3,May pick up items.,The Pokémon may pick up items.,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",,,,,,,,,,,,,,,,,,
pixilate,6,Normal-type moves become Fairy-type moves.,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,,,,,,,,,,,,,,,,,,,
plus,3,Powers up with Minus.,Boosts Sp. Atk if another Pokémon has Minus.DPPtUps Sp. Atk if another Pokémon has Minus.HGSS,Ups Sp. Atk if another Pokémon has Plus or Minus.,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,,,,,,,,,,,,,,,,
poison_heal,4,Restores HP if the Pokémon is poisoned.,"Restores HP if the Pokémon is poisoned, instead of losing HP.",Restores HP if the Pokémon is poisoned instead of losing HP.,,,,,,,,,,,,,,,,,,
poison_point,3,Poisons foe on contact.RSEFRLGPoisons target on contact.ColoXD,Contact with the Pokémon may poison the foe.,Contact with the Pokémon may poison the attacker.,,,,,,,,,,,,,,,,,,
poison_touch,5,May poison targets when a Pokémon makes contact.,May poison a target when the Pokémon makes contact.,,,,,,,,,,,,,,,,,,,
power_construct,7,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.,,,,,,,,,,,,,,,,,,,,
power_of_alchemy,7,The Pokémon copies the Ability of a defeated ally.,,,,,,,,,,,,,,,,,,,,
power_spot,8,Just being next to the Pokémon powers up moves.,,,,,,,,,,,,,,,,,,,,
prankster,5,Gives priority to a status move.,,,,,,,,,,,,,,,,,,,,
pressure,3,Raises foe's PP usage.,The Pokémon raises the foe's PP usage.,The Pokémon raises opposing Pokémon's PP usage.,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,,,,,,,,,,,,,
primordial_sea,6,Affects weather and nullifies any Fire-type attacks.,The Pokémon changes the weather to nullify Fire-type attacks.,,,,,,,,,,,,,,,,,,,
prism_armor,7,Reduces the power of supereffective attacks taken.,,,,,,,,,,,,,,,,,,,,
propeller_tail,8,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,,,,,,,,,,,,,,,,,,,,
protean,6,Changes the Pokémon's type to the type of the move it's using.,Changes the Pokémon's type to the type of the move it's about to use.,,,,,,,,,,,,,,,,,,,
psychic_surge,7,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,,,,,,,,,,,,,,,,,,,,
punk_rock,8,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,,,,,,,,,,,,,,,,,,,,
pure_power,3,Raises Attack.,Boosts the power of physical attacks.,Raises the Pokémon's Attack stat.,Boosts the Pokémon's Attack stat.,"Using its pure power, the Pokémon doubles its Attack stat.",,,,,,,,,,,,,,,,
queenly_majesty,7,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves.",,,,,,,,,,,,,,,,,,,,
quick_draw,8,Enables the Pokémon to move first occasionally.,,,,,,,,,,,,,,,,,,,,
quick_feet,4,Boosts Speed if there is a status problem.,Boosts the Speed stat if the Pokémon has a status condition.,,,,,,,,,,,,,,,,,,,
rain_dish,3,Slight HP recovery in rain.,The Pokémon gradually recovers HP in rain.,The Pokémon gradually regains HP in rain.,,,,,,,,,,,,,,,,,,
rattled,5,Some move types scare it and boost its Speed.,Some move types scare it and boost its Speed stat.,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,,,,,,,,,,,,,,,,
receiver,7,The Pokémon copies the Ability of a defeated ally.,,,,,,,,,,,,,,,,,,,,
reckless,4,Powers up moves that have recoil damage.,,,,,,,,,,,,,,,,,,,,
refrigerate,6,Normal-type moves become Ice-type moves.,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,,,,,,,,,,,,,,,,,
regenerator,5,Restores a little HP when withdrawn from battle.,,,,,,,,,,,,,,,,,,,,
